sample_id,cell_type,mean,std,q0.05,q0.25,q0.75,q0.95,interval_width,disagreement
cal_20,T_cell,0.2672416567802429,0.03307459130883217,0.22521324455738068,0.2402712106704712,0.28181925415992737,0.3303978443145752,0.10518459975719452,0.1237628537021135
cal_21,B,0.3434656262397766,0.029398931190371513,0.30700892210006714,0.3239208459854126,0.3649258613586426,0.3828117847442627,0.07580286264419556,0.08559497104929543
cal_21,DC,0.025795741006731987,0.060263533145189285,0.0,0.0,0.0,0.170940101146698,0.170940101146698,2.3361806031335215
cal_21,Monocyte,0.20097780227661133,0.042070284485816956,0.10673534870147705,0.18666964769363403,0.22660879790782928,0.250251829624176,0.14351648092269897,0.20932800496362483
cal_21,NK,0.06551070511341095,0.03775377944111824,0.0,0.05087687820196152,0.09591763466596603,0.11570023745298386,0.11570023745298386,0.5762993027287153
cal_21,T_cell,0.3642500936985016,0.03006942942738533,0.3207293450832367,0.34256595373153687,0.3808996081352234,0.41635701060295105,0.09562766551971436,0.08255160155637048
cal_22,B,0.10767160356044769,0.02306756190955639,0.07329144328832626,0.09514433145523071,0.12105361372232437,0.14283527433872223,0.06954383105039597,0.21423995746665464
cal_22,DC,0.003544515697285533,0.014463908970355988,0.0,0.0,0.0,0.015186596661806107,0.015186596661806107,4.080633124322595
cal_22,Monocyte,0.5910391807556152,0.052916206419467926,0.5281916856765747,0.5479705333709717,0.615006685256958,0.7031680345535278,0.17497634887695312,0.08953079126921701
cal_22,NK,0.12359663099050522,0.05520639196038246,0.006660270504653454,0.11275135725736618,0.15919768810272217,0.18489180505275726,0.1782315345481038,0.4466657954290478
cal_22,T_cell,0.1741480976343155,0.026847464963793755,0.14218221604824066,0.15324454009532928,0.18700359761714935,0.21968761086463928,0.07750539481639862,0.15416455182027786
cal_23,B,0.20011894404888153,0.023203246295452118,0.16058488190174103,0.18054716289043427,0.21710491180419922,0.23470523953437805,0.07412035763263702,0.11594726949144676
cal_23,DC,0.006053426302969456,0.01910512149333954,0.0,0.0,0.0,0.045938875526189804,0.045938875526189804,3.1560787191182142
cal_23,Monocyte,0.20113424956798553,0.020707109943032265,0.1666807383298874,0.18669119477272034,0.21513712406158447,0.23341481387615204,0.06673407554626465,0.1029516800743388
cal_23,NK,0.13998943567276,0.06911392509937286,0.0,0.1325569748878479,0.1876199096441269,0.2072242647409439,0.2072242647409439,0.4937081132597232
cal_23,T_cell,0.45270398259162903,0.05671358108520508,0.38471442461013794,0.4105303883552551,0.4704950451850891,0.5783597826957703,0.19364535808563232,0.12527740424936948
cal_24,B,0.131811261177063,0.025003604590892792,0.09059084951877594,0.1138196587562561,0.1492052525281906,0.167953222990036,0.07736237347126007,0.18969246231838002
cal_24,DC,0.013204574584960938,0.0350172333419323,0.0,0.0,0.0,0.10118906944990158,0.10118906944990158,2.6518996577760108
cal_24,Monocyte,0.45816871523857117,0.03516238182783127,0.41230517625808716,0.42698904871940613,0.48532629013061523,0.5099486708641052,0.09764349460601807,0.07674548674076784
cal_24,NK,0.07858027517795563,0.04289400577545166,0.0,0.06677918881177902,0.11135852336883545,0.1323525458574295,0.1323525458574295,0.5458621800406096
cal_24,T_cell,0.3182351291179657,0.025719933211803436,0.2830863296985626,0.29747313261032104,0.33626699447631836,0.3640422224998474,0.08095589280128479,0.08082053189691722
cal_25,B,0.46149590611457825,0.06261032819747925,0.36151599884033203,0.42405030131340027,0.5051763653755188,0.5717068314552307,0.21019083261489868,0.1356682172284589
cal_25,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cal_25,Monocyte,0.0006419092533178627,0.0033228325191885233,0.0,0.0,0.0,0.00020699565357062966,0.00020699565357062966,5.176402642565914
cal_25,NK,0.06529392302036285,0.038276925683021545,0.0,0.04523109644651413,0.09491322189569473,0.11573624610900879,0.11573624610900879,0.5862248437551516
cal_25,T_cell,0.47256824374198914,0.059138599783182144,0.39003807306289673,0.42332345247268677,0.5055214762687683,0.5704269409179688,0.18038886785507202,0.12514298054280726
cal_26,B,0.27915534377098083,0.03452043980360031,0.2201078087091446,0.26035863161087036,0.3039884865283966,0.33231186866760254,0.11220405995845795,0.1236603179458306
cal_26,DC,0.3529510498046875,0.09688740223646164,0.23307567834854126,0.2989334464073181,0.3675704002380371,0.5706706643104553,0.33759498596191406,0.2745066193881843
cal_26,Monocyte,0.10453387349843979,0.05277173966169357,0.0,0.08406081795692444,0.14314764738082886,0.16603422164916992,0.16603422164916992,0.5048290362471917
cal_26,NK,0.033421266824007034,0.0248972550034523,0.0,0.014873020350933075,0.051119882613420486,0.07725752890110016,0.07725752890110016,0.7449522390948333
cal_26,T_cell,0.22993844747543335,0.041908666491508484,0.1713172197341919,0.19921834766864777,0.2502332329750061,0.3185650706291199,0.14724785089492798,0.18226036197527337
cal_27,B,0.16594061255455017,0.025942713022232056,0.12783817946910858,0.14617261290550232,0.1842106282711029,0.20261770486831665,0.07477952539920807,0.15633732489887356
cal_27,DC,0.01759522408246994,0.044871795922517776,0.0,0.0,0.0,0.13020013272762299,0.13020013272762299,2.55022443646961
cal_27,Monocyte,0.4067685008049011,0.03411917760968208,0.3345848023891449,0.38667458295822144,0.43201568722724915,0.4581412971019745,0.12355649471282959,0.08387861081519829
cal_27,NK,0.020855462178587914,0.02134993113577366,0.0,0.0,0.03720494732260704,0.058705709874629974,0.058705709874629974,1.0237088354054817
cal_27,T_cell,0.38884010910987854,0.027324100956320763,0.34469497203826904,0.3697737753391266,0.4114082455635071,0.42946547269821167,0.08477050065994263,0.07027078640668637
cal_28,B,0.1245771124958992,0.023534521460533142,0.0870402455329895,0.11293482780456543,0.14285418391227722,0.15703275799751282,0.06999251246452332,0.18891527584695855
cal_28,DC,0.004176079295575619,0.013846220448613167,0.0,0.0,0.0,0.03126811608672142,0.03126811608672142,3.3155949187395546
